"KIQ301.Code.or.Value","KIQ301.Value.Description","KIQ301.Count","KIQ301.Cumulative","KIQ301.Skip.to.Item"
"1","Yes",49,49,NA
"2","No",46,95,NA
"7","Refused",0,95,NA
"9","Don't know",0,95,NA
".","Missing",1881,1976,NA
