"AUDTYR39.Code.or.Value","AUDTYR39.Value.Description","AUDTYR39.Count","AUDTYR39.Cumulative","AUDTYR39.Skip.to.Item"
"0 to 3.13","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
