"AUDTYR27.Code.or.Value","AUDTYR27.Value.Description","AUDTYR27.Count","AUDTYR27.Cumulative","AUDTYR27.Skip.to.Item"
"0 to 2.16","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
