"AUXRR156.Code.or.Value","AUXRR156.Value.Description","AUXRR156.Count","AUXRR156.Cumulative","AUXRR156.Skip.to.Item"
"-14 to 39","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
