"SMQ710.Code.or.Value","SMQ710.Value.Description","SMQ710.Count","SMQ710.Cumulative","SMQ710.Skip.to.Item"
"1 to 5","Range of Values",1295,1295,NA
"7","Refused",0,1295,NA
"9","Don't know",1,1296,NA
".","Missing",6149,7445,NA
