"AUXLR266.Code.or.Value","AUXLR266.Value.Description","AUXLR266.Count","AUXLR266.Cumulative","AUXLR266.Skip.to.Item"
"-30 to 56","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
