"TYXP116.Code.or.Value","TYXP116.Value.Description","TYXP116.Count","TYXP116.Cumulative","TYXP116.Skip.to.Item"
"-285 to 115","Range of Values",5390,5390,NA
".","Missing",195,5585,NA
