"AUDTYR55.Code.or.Value","AUDTYR55.Value.Description","AUDTYR55.Count","AUDTYR55.Cumulative","AUDTYR55.Skip.to.Item"
"0 to 2.59","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
