"AUDTYL47.Code.or.Value","AUDTYL47.Value.Description","AUDTYL47.Count","AUDTYL47.Cumulative","AUDTYL47.Skip.to.Item"
"0 to 4.22","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
