"AUDTYL21.Code.or.Value","AUDTYL21.Value.Description","AUDTYL21.Count","AUDTYL21.Cumulative","AUDTYL21.Skip.to.Item"
"0 to 1.91","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
