"AUXRR111.Code.or.Value","AUXRR111.Value.Description","AUXRR111.Count","AUXRR111.Cumulative","AUXRR111.Skip.to.Item"
"-48 to 63","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
