"TYXA242.Code.or.Value","TYXA242.Value.Description","TYXA242.Count","TYXA242.Cumulative","TYXA242.Skip.to.Item"
"0.281 to 3.783","Range of Values",95,95,NA
".","Missing",5490,5585,NA
