"RFXT058.Code.or.Value","RFXT058.Value.Description","RFXT058.Count","RFXT058.Cumulative","RFXT058.Skip.to.Item"
"495 to 504","Range of Values",33700,33700,NA
".","Missing",21,33721,NA
