"LBD087LC.Code.or.Value","LBD087LC.Value.Description","LBD087LC.Count","LBD087LC.Cumulative","LBD087LC.Skip.to.Item"
"0","At or above the detection limit",1577,1577,NA
"1","Below lower detection limit",315,1892,NA
".","Missing",393,2285,NA
