"AUXLR234.Code.or.Value","AUXLR234.Value.Description","AUXLR234.Count","AUXLR234.Cumulative","AUXLR234.Skip.to.Item"
"-6 to 72","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
