"DIQ080.Code.or.Value","DIQ080.Value.Description","DIQ080.Count","DIQ080.Cumulative","DIQ080.Skip.to.Item"
"1","Yes",124,124,NA
"2","No",388,512,NA
"7","Refused",0,512,NA
"9","Don't know",4,516,NA
".","Missing",9306,9822,NA
