"CIQD017.Code.or.Value","CIQD017.Value.Description","CIQD017.Count","CIQD017.Cumulative","CIQD017.Skip.to.Item"
"1","Yes",21,21,""
"2","No",3,24,"CIDDSCOR"
"7","Refuse",0,24,"CIDDSCOR"
"9","Don't know",0,24,"CIDDSCOR"
".","Missing",754,778,""
