"WBXA026.Code.or.Value","WBXA026.Value.Description","WBXA026.Count","WBXA026.Cumulative","WBXA026.Skip.to.Item"
"-9.2263 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
