"FSQ121.Code.or.Value","FSQ121.Value.Description","FSQ121.Count","FSQ121.Cumulative","FSQ121.Skip.to.Item"
"1","Yes",120,120,NA
"2","No",1624,1744,NA
"7","Refused",0,1744,NA
"9","Don't know",0,1744,NA
".","Missing",2165,3909,NA
