"SXQ350.Code.or.Value","SXQ350.Value.Description","SXQ350.Count","SXQ350.Cumulative","SXQ350.Skip.to.Item"
"0 to 700","Range of Values",1533,1533,NA
"77777","Refused",3,1536,NA
"99999","Don't know",5,1541,NA
".","Missing",3084,4625,NA
