"AUDTYL64.Code.or.Value","AUDTYL64.Value.Description","AUDTYL64.Count","AUDTYL64.Cumulative","AUDTYL64.Skip.to.Item"
"0 to 1.72","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
