"AUDTYL20.Code.or.Value","AUDTYL20.Value.Description","AUDTYL20.Count","AUDTYL20.Cumulative","AUDTYL20.Skip.to.Item"
"0 to 2.44","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
