"AUXLR227.Code.or.Value","AUXLR227.Value.Description","AUXLR227.Count","AUXLR227.Cumulative","AUXLR227.Skip.to.Item"
"-33 to 64","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
