"DBD381.Code.or.Value","DBD381.Value.Description","DBD381.Count","DBD381.Cumulative","DBD381.Skip.to.Item"
"1 to 5","Range of Values",2287,2287,""
"0","None",548,2835,"DBQ400"
"7777","Refused",0,2835,"DBQ400"
"9999","Don't know",8,2843,"DBQ400"
".","Missing",7279,10122,""
