"AUXLR157.Code.or.Value","AUXLR157.Value.Description","AUXLR157.Count","AUXLR157.Cumulative","AUXLR157.Skip.to.Item"
"-33 to 92","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
