"AUDTYL55.Code.or.Value","AUDTYL55.Value.Description","AUDTYL55.Count","AUDTYL55.Cumulative","AUDTYL55.Skip.to.Item"
"0 to 3.06","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
