"SXQ150.Code.or.Value","SXQ150.Value.Description","SXQ150.Count","SXQ150.Cumulative","SXQ150.Skip.to.Item"
"0 to 9","Range of Values",1522,1522,NA
"77777","Refused",0,1522,NA
"99999","Don't know",0,1522,NA
".","Missing",1877,3399,NA
