"DUQ370.Code.or.Value","DUQ370.Value.Description","DUQ370.Count","DUQ370.Cumulative","DUQ370.Skip.to.Item"
"1","Yes",82,82,""
"2","No",4028,4110,"DUQ425"
"7","Refused",2,4112,"DUQ425"
"9","Don't know",6,4118,"DUQ425"
".","Missing",678,4796,""
