"AUDTYL16.Code.or.Value","AUDTYL16.Value.Description","AUDTYL16.Count","AUDTYL16.Cumulative","AUDTYL16.Skip.to.Item"
"0 to 2.53","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
