"RFXC125.Code.or.Value","RFXC125.Value.Description","RFXC125.Count","RFXC125.Cumulative","RFXC125.Skip.to.Item"
"-5.323 to 6.505","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
