"KIQ301.Code.or.Value","KIQ301.Value.Description","KIQ301.Count","KIQ301.Cumulative","KIQ301.Skip.to.Item"
"1","Yes",26,26,NA
"2","No",36,62,NA
"7","Refused",0,62,NA
"9","Don't know",1,63,NA
".","Missing",1538,1601,NA
