"AUXLR261.Code.or.Value","AUXLR261.Value.Description","AUXLR261.Count","AUXLR261.Cumulative","AUXLR261.Skip.to.Item"
"-30 to 65","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
