"LBD156LC.Code.or.Value","LBD156LC.Value.Description","LBD156LC.Count","LBD156LC.Cumulative","LBD156LC.Skip.to.Item"
"0","detectable result",858,858,NA
"1","below detectable limit",1438,2296,NA
".","Missing",251,2547,NA
