"AUXLR237.Code.or.Value","AUXLR237.Value.Description","AUXLR237.Count","AUXLR237.Cumulative","AUXLR237.Skip.to.Item"
"-36 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
