"AUXLR115.Code.or.Value","AUXLR115.Value.Description","AUXLR115.Count","AUXLR115.Cumulative","AUXLR115.Skip.to.Item"
"-47 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
