"AUXLR267.Code.or.Value","AUXLR267.Value.Description","AUXLR267.Count","AUXLR267.Cumulative","AUXLR267.Skip.to.Item"
"-29 to 88","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
