"AUDTYR07.Code.or.Value","AUDTYR07.Value.Description","AUDTYR07.Count","AUDTYR07.Cumulative","AUDTYR07.Skip.to.Item"
"0 to 1.56","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
