"PAQ650.Code.or.Value","PAQ650.Value.Description","PAQ650.Count","PAQ650.Cumulative","PAQ650.Skip.to.Item"
"1","Yes",1892,1892,""
"2","No",5607,7499,"PAQ665"
"7","Refused",0,7499,"PAQ665"
"9","Don't know",1,7500,"PAQ665"
".","Missing",2271,9771,""
