"TYXA146.Code.or.Value","TYXA146.Value.Description","TYXA146.Count","TYXA146.Cumulative","TYXA146.Skip.to.Item"
"0.09 to 6.617","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
