"AUXLR173.Code.or.Value","AUXLR173.Value.Description","AUXLR173.Count","AUXLR173.Cumulative","AUXLR173.Skip.to.Item"
"-7 to 60","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
