"LBD156LC.Code.or.Value","LBD156LC.Value.Description","LBD156LC.Count","LBD156LC.Cumulative","LBD156LC.Skip.to.Item"
"0","detectable result",1558,1558,NA
"1","below detectable limit",322,1880,NA
".","Missing",405,2285,NA
