"CBD120.Code.or.Value","CBD120.Value.Description","CBD120.Count","CBD120.Cumulative","CBD120.Skip.to.Item"
"0 to 3000","Range of Values",10124,10124,NA
"777777","Refused",24,10148,NA
"999999","Don't know",279,10427,NA
".","Missing",110,10537,NA
