"WBXA016.Code.or.Value","WBXA016.Value.Description","WBXA016.Count","WBXA016.Cumulative","WBXA016.Skip.to.Item"
"-13.56 to 1","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
