"CIQD099.Code.or.Value","CIQD099.Value.Description","CIQD099.Count","CIQD099.Cumulative","CIQD099.Skip.to.Item"
"0 to 200","Range of Values",96,96,NA
"777","Refuse",0,96,NA
"999","Don't know",1,97,NA
".","Missing",831,928,NA
