"LBD087LC.Code.or.Value","LBD087LC.Value.Description","LBD087LC.Count","LBD087LC.Cumulative","LBD087LC.Skip.to.Item"
"0","At or above the detection limit",68,68,NA
"1","Below lower detection limit",179,247,NA
".","Missing",0,247,NA
