"FSD146.Code.or.Value","FSD146.Value.Description","FSD146.Count","FSD146.Cumulative","FSD146.Skip.to.Item"
"1","Yes",24,24,NA
"2","No",1328,1352,NA
"7","Refused",0,1352,NA
"9","Don't know",0,1352,NA
".","Missing",8619,9971,NA
