"AUXRR246.Code.or.Value","AUXRR246.Value.Description","AUXRR246.Count","AUXRR246.Cumulative","AUXRR246.Skip.to.Item"
"-17 to 76","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
