"AUDTYL52.Code.or.Value","AUDTYL52.Value.Description","AUDTYL52.Count","AUDTYL52.Cumulative","AUDTYL52.Skip.to.Item"
"0 to 3.13","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
