"SMQ750.Code.or.Value","SMQ750.Value.Description","SMQ750.Count","SMQ750.Cumulative","SMQ750.Skip.to.Item"
"1 to 14","Range of Values",20,20,NA
"77","Refused",0,20,NA
"99","Don't know",1,21,NA
".","Missing",6969,6990,NA
