"TYXP243.Code.or.Value","TYXP243.Value.Description","TYXP243.Count","TYXP243.Cumulative","TYXP243.Skip.to.Item"
"-297 to -26","Range of Values",167,167,NA
".","Missing",8302,8469,NA
