"KIQ341.Code.or.Value","KIQ341.Value.Description","KIQ341.Count","KIQ341.Cumulative","KIQ341.Skip.to.Item"
"1","Yes",1203,1203,""
"2","No",257,1460,"KIQ400"
"7","Refused",1,1461,"KIQ400"
"9","Don't know",2,1463,"KIQ400"
".","Missing",923,2386,""
