"AUXLR268.Code.or.Value","AUXLR268.Value.Description","AUXLR268.Count","AUXLR268.Cumulative","AUXLR268.Skip.to.Item"
"-22 to 77","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
