"AUXLR169.Code.or.Value","AUXLR169.Value.Description","AUXLR169.Count","AUXLR169.Cumulative","AUXLR169.Skip.to.Item"
"-17 to 60","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
