"AUXRR284.Code.or.Value","AUXRR284.Value.Description","AUXRR284.Count","AUXRR284.Cumulative","AUXRR284.Skip.to.Item"
"-18 to 98","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
