"DBQ360.Code.or.Value","DBQ360.Value.Description","DBQ360.Count","DBQ360.Cumulative","DBQ360.Skip.to.Item"
"1","Yes",2542,2542,""
"2","No",495,3037,"DBD895"
"7","Refused",0,3037,"DBD895"
"9","Don't know",2,3039,"DBD895"
".","Missing",7498,10537,""
