"AUXRR267.Code.or.Value","AUXRR267.Value.Description","AUXRR267.Count","AUXRR267.Cumulative","AUXRR267.Skip.to.Item"
"-39 to 64","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
