"AUDTYR02.Code.or.Value","AUDTYR02.Value.Description","AUDTYR02.Count","AUDTYR02.Cumulative","AUDTYR02.Skip.to.Item"
"0 to 1.53","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
