"FSQ121.Code.or.Value","FSQ121.Value.Description","FSQ121.Count","FSQ121.Cumulative","FSQ121.Skip.to.Item"
"1","Yes",212,212,NA
"2","No",1721,1933,NA
"7","Refused",0,1933,NA
"9","Don't know",2,1935,NA
".","Missing",2274,4209,NA
