"WBXA056.Code.or.Value","WBXA056.Value.Description","WBXA056.Count","WBXA056.Cumulative","WBXA056.Skip.to.Item"
"-6.0333 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
