"DBD080.Code.or.Value","DBD080.Value.Description","DBD080.Count","DBD080.Cumulative","DBD080.Skip.to.Item"
"1 to 1095","Range of Values",1872,1872,NA
"0","Never on a daily basis",161,2033,NA
"777777","Refused",0,2033,NA
"999999","Don't know",12,2045,NA
".","Missing",8994,11039,NA
