"AUXLR252.Code.or.Value","AUXLR252.Value.Description","AUXLR252.Count","AUXLR252.Cumulative","AUXLR252.Skip.to.Item"
"-15 to 46","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
