"RHQ162.Code.or.Value","RHQ162.Value.Description","RHQ162.Count","RHQ162.Cumulative","RHQ162.Skip.to.Item"
"1","Yes",196,196,""
"2","No",1975,2171,"RHQ166"
"3","Borderline",15,2186,"RHQ166"
"7","Refused",0,2186,"RHQ166"
"9","Don't know",7,2193,"RHQ166"
".","Missing",1425,3618,""
