"CIQD019.Code.or.Value","CIQD019.Value.Description","CIQD019.Count","CIQD019.Cumulative","CIQD019.Skip.to.Item"
"1","Yes",60,60,NA
"2","No",51,111,NA
"7","Refuse",0,111,NA
"9","Don't know",0,111,NA
".","Missing",817,928,NA
