"AUXLR234.Code.or.Value","AUXLR234.Value.Description","AUXLR234.Count","AUXLR234.Cumulative","AUXLR234.Skip.to.Item"
"-12 to 60","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
